time_ms,ppg_red,ppg_ir,ax,ay,az,gx,gy,gz,motion_mag,ppg_ir_detrended,ppg_red_detrended,ppg_noise_score,slope_score,dynamic_motion,motion_score,signal_label,protocol_label
66302,727,542,0.003784,0.015747,1.00647,-0.244141,-0.061035,-0.061035,1.0066,-68.51999999999998,-117.91999999999996,0.0,0.0,0.0007219600000001325,0.0004625808000000031,NO_FINGER,NO_FINGER
66461,842,477,0.00415,0.014771,1.005493,-0.244141,0.0,-0.061035,1.00561,-139.79999999999995,-0.39999999999997726,0.0,0.0,0.0003288800000000869,0.00044271520000000564,NO_FINGER,NO_FINGER
66622,948,626,0.005005,0.012085,1.005127,-0.244141,0.0,0.0,1.005212,11.360000000000014,108.96000000000004,0.0,0.0,0.0007468799999998943,0.0004714047999999948,NO_FINGER,NO_FINGER
66783,847,693,0.00293,0.014038,1.006592,-0.305176,0.0,-0.12207,1.006694,80.48000000000002,10.639999999999986,0.0,0.0,0.0007421599999999362,0.00048559199999998804,NO_FINGER,NO_FINGER
66942,739,615,0.008179,0.015869,1.006104,-0.305176,0.0,-0.12207,1.006262,-7.7999999999999545,-100.15999999999997,0.0,0.0,0.0003140000000001475,0.00048637439999999366,NO_FINGER,NO_FINGER
67103,868,492,0.002319,0.015137,1.004761,-0.244141,0.061035,-0.061035,1.004877,-239.96000000000004,18.159999999999968,0.0,0.0,0.0011491999999999614,0.0005212463999999973,NO_FINGER,NO_FINGER
67264,796,682,0.008423,0.010376,1.006104,-0.244141,0.12207,-0.12207,1.006192,-799.8399999999999,-251.76,0.0,0.0,0.00019456000000017681,0.0004993776000000061,NO_FINGER,NO_FINGER
67423,900,542,-0.002319,0.021606,1.007813,-0.183105,0.0,-0.244141,1.008047,-4720.2,-2186.0,0.0,0.0,0.0019696000000000158,0.0005533280000000041,NO_FINGER,NO_FINGER
67585,778,682,0.008423,0.038208,1.005737,-0.366211,0.061035,0.0,1.006498,-9211.12,-6388.12,0.0,0.0,0.0003951999999998179,0.0005598144000000005,NO_FINGER,NO_FINGER
67744,956,548,0.000122,-0.00061,1.006348,-0.305176,0.0,-0.061035,1.006348,-13998.08,-10305.32,0.0,0.0,0.0002690400000000537,0.000562209600000001,NO_FINGER,NO_FINGER
67905,769,735,0.006958,0.02356,1.004761,-0.183105,0.0,-0.12207,1.005061,-18471.56,-14578.88,0.0,0.0,0.0010331599999999774,0.000579736000000004,NO_FINGER,NO_FINGER
68066,901,534,0.002197,0.016968,1.006592,-0.305176,0.061035,-0.12207,1.006737,-23340.68,-18529.08,0.0,0.0,0.0005935999999999719,0.000586360000000008,NO_FINGER,NO_FINGER
68225,793,664,0.007813,0.01416,1.005005,-0.244141,-0.061035,-0.12207,1.005135,-27872.4,-22731.32,0.0,0.0,0.001023120000000155,0.0006149120000000164,NO_FINGER,NO_FINGER
68386,983,534,0.0,0.011353,1.007568,-0.244141,0.0,-0.061035,1.007632,-32676.6,-26630.92,0.0,0.0,0.0015068000000002524,0.00066520480000003,NO_FINGER,NO_FINGER
68547,781,790,0.009766,0.019043,1.006348,-0.244141,-0.061035,-0.183105,1.006575,-37101.08,-30921.56,0.0,0.0,0.0004488400000000059,0.0006727920000000243,NO_FINGER,NO_FINGER
68707,858,586,0.002319,0.015503,1.005737,-0.244141,-0.061035,-0.061035,1.005859,-41980.92,-34925.72,0.0,0.0,0.0002682800000000096,0.000673640000000022,NO_FINGER,NO_FINGER
