time_ms,ppg_red,ppg_ir,ax,ay,az,gx,gy,gz,motion_mag
102388,101398,114282,-0.000244,0.015503,1.005249,-0.305176,-0.061035,-0.061035,1.005369
102550,101410,113621,0.000122,0.016602,1.005493,-0.366211,-0.061035,-0.122070,1.005630
102709,101141,113812,0.000977,0.016479,1.005737,-0.305176,0.000000,-0.122070,1.005873
102870,101208,113744,-0.000122,0.015869,1.006470,-0.244141,0.000000,-0.122070,1.006595
103031,101204,114011,0.000000,0.016724,1.005371,-0.305176,0.000000,-0.061035,1.005510
103190,101317,114216,0.000488,0.017212,1.004517,-0.305176,0.061035,-0.122070,1.004664
103352,101427,114456,0.000366,0.016113,1.004761,-0.244141,0.000000,-0.061035,1.004890
103511,101457,114033,-0.000488,0.016113,1.006226,-0.244141,-0.061035,-0.122070,1.006355
103672,101160,114014,0.000366,0.015381,1.004272,-0.244141,0.000000,-0.183105,1.004390
103832,101210,113861,-0.000854,0.015747,1.005127,-0.305176,0.061035,-0.122070,1.005251
103992,101166,114051,0.000122,0.016968,1.005859,-0.305176,0.000000,0.000000,1.006002
104154,101292,114279,-0.000610,0.016846,1.005615,-0.305176,0.000000,-0.061035,1.005756
104313,101340,114487,-0.000366,0.015869,1.005981,-0.305176,-0.061035,-0.122070,1.006107
104474,101295,113772,0.000610,0.016357,1.004883,-0.244141,0.000000,-0.122070,1.005016
104635,101095,113927,-0.000732,0.015381,1.005615,-0.183105,0.000000,-0.122070,1.005733
104795,101100,113726,-0.000122,0.016357,1.004883,-0.305176,0.061035,-0.122070,1.005016
104955,101033,113828,-0.000366,0.016113,1.005493,-0.183105,0.061035,-0.305176,1.005622
105116,101069,113868,0.000488,0.016724,1.005981,-0.244141,-0.061035,-0.061035,1.006121
105276,101108,114099,-0.000122,0.015137,1.005005,-0.244141,-0.061035,-0.122070,1.005119
105437,101178,113531,0.000610,0.016968,1.005249,-0.305176,-0.061035,-0.122070,1.005392
105596,100840,113520,0.000244,0.015259,1.006104,-0.244141,0.000000,-0.122070,1.006219
105757,100928,113486,-0.000122,0.016602,1.005859,-0.305176,0.000000,-0.122070,1.005996
105917,100929,113705,-0.000244,0.016479,1.005859,-0.427246,0.000000,-0.061035,1.005994
106078,101053,113977,-0.000610,0.014893,1.006836,-0.244141,0.000000,-0.061035,1.006946
106239,101154,114145,-0.001221,0.015869,1.005737,-0.305176,0.000000,0.000000,1.005863
106399,101195,114249,0.000488,0.015015,1.005737,-0.244141,0.061035,-0.061035,1.005849
106560,100963,113480,-0.000610,0.015503,1.005249,-0.183105,0.000000,-0.061035,1.005369
106719,100983,113716,-0.000244,0.017212,1.005127,-0.244141,-0.061035,-0.122070,1.005274
106881,100912,113558,-0.000610,0.015503,1.006714,-0.244141,-0.061035,-0.122070,1.006833
107041,100945,113705,0.000000,0.016113,1.005737,-0.305176,-0.061035,-0.122070,1.005866
107200,100990,113718,-0.000366,0.014893,1.004761,-0.366211,0.000000,-0.122070,1.004871
107361,101013,113652,-0.000122,0.014893,1.006470,-0.305176,0.000000,-0.061035,1.006580
107522,100748,113322,-0.000610,0.015747,1.005615,-0.305176,0.000000,-0.122070,1.005739
107682,100891,113486,-0.000366,0.015625,1.005005,-0.244141,0.061035,-0.061035,1.005126
107843,100868,113554,0.000000,0.016602,1.004517,-0.183105,-0.061035,-0.122070,1.004654
108003,100932,113708,-0.000122,0.015991,1.005249,-0.244141,-0.061035,-0.061035,1.005376
108164,100975,113729,0.000122,0.015259,1.004639,-0.183105,-0.061035,-0.244141,1.004755
108323,100991,113344,-0.001343,0.015381,1.004761,-0.305176,0.000000,-0.183105,1.004879
108484,100558,112905,0.000977,0.016235,1.004517,-0.305176,0.061035,-0.122070,1.004648
108644,100710,112937,-0.000244,0.016602,1.006348,-0.244141,0.061035,-0.061035,1.006485
108805,100608,113059,0.000000,0.016602,1.005615,-0.244141,-0.061035,-0.122070,1.005752
108965,100749,113278,0.000244,0.015869,1.005981,-0.244141,-0.061035,-0.122070,1.006107
109125,100820,113427,0.000244,0.017334,1.006104,-0.305176,0.000000,-0.061035,1.006253
109286,100897,113475,0.000488,0.015747,1.005859,-0.305176,-0.061035,-0.061035,1.005983
109446,100590,112802,-0.000366,0.016235,1.005371,-0.244141,0.000000,-0.122070,1.005502
109607,100675,113021,-0.000488,0.016602,1.005127,-0.244141,0.000000,-0.183105,1.005264
109767,100631,113014,-0.000366,0.016602,1.006104,-0.244141,0.000000,-0.122070,1.006241
109928,100736,113310,-0.001221,0.015381,1.005859,-0.244141,0.000000,-0.061035,1.005978
110089,100839,113517,-0.000244,0.015991,1.005005,-0.305176,0.061035,-0.122070,1.005132
110248,100920,113557,0.000122,0.015381,1.006226,-0.366211,0.061035,-0.122070,1.006343
110410,100664,112943,-0.000610,0.015381,1.005615,-0.305176,0.000000,-0.061035,1.005733
110569,100776,113145,-0.000610,0.016235,1.007080,-0.305176,0.000000,-0.061035,1.007211
110731,100693,113123,-0.000977,0.015503,1.005615,-0.305176,0.000000,-0.061035,1.005735
110891,100793,113411,-0.000244,0.016846,1.005493,-0.305176,0.061035,-0.061035,1.005634
111050,100901,113604,-0.000244,0.015747,1.004883,-0.244141,0.000000,-0.122070,1.005006
111211,100939,112869,-0.000122,0.015991,1.006104,-0.244141,0.000000,-0.122070,1.006231
111372,100550,112982,0.001099,0.015503,1.005615,-0.305176,-0.061035,-0.061035,1.005735
111533,100668,112748,-0.000732,0.015869,1.005615,-0.244141,-0.061035,-0.122070,1.005741
111693,100592,112948,-0.000244,0.016479,1.005249,-0.305176,0.061035,-0.122070,1.005384
111852,100667,113081,-0.000854,0.015869,1.004761,-0.305176,-0.061035,-0.061035,1.004886
112014,100727,113305,0.000244,0.016724,1.005371,-0.244141,0.061035,-0.061035,1.005510
112173,100806,112516,-0.000244,0.016724,1.005737,-0.244141,0.000000,-0.183105,1.005876
112334,100359,112591,-0.000122,0.015259,1.006836,-0.305176,0.000000,-0.061035,1.006952
112494,100488,112433,-0.000732,0.015991,1.005859,-0.305176,0.000000,-0.061035,1.005987
112656,100468,112671,-0.000366,0.015991,1.005493,-0.366211,0.000000,-0.061035,1.005620
112815,100554,112901,-0.000244,0.016724,1.004883,-0.305176,0.000000,-0.122070,1.005022
112976,100627,113092,-0.001343,0.015991,1.005859,-0.366211,0.061035,-0.061035,1.005987
113137,100727,113121,-0.001099,0.015991,1.007202,-0.305176,0.000000,-0.061035,1.007330
113297,100369,112435,-0.001099,0.016479,1.005615,-0.244141,0.000000,-0.122070,1.005751
113458,100526,112691,-0.000244,0.015259,1.005737,-0.305176,0.000000,-0.122070,1.005853
113617,100445,112659,-0.001587,0.016846,1.005371,-0.183105,-0.061035,-0.061035,1.005513
113779,100592,112962,-0.000488,0.016357,1.005493,-0.244141,0.000000,-0.122070,1.005626
113939,100631,113064,0.000000,0.016357,1.006226,-0.305176,0.000000,-0.122070,1.006359
